is_spam,text
0,"I hear tat u dnt luv me.. I dnt knw it true or nt.. Anyway, ma old luvr ystrday cal me. She stil luv me ennu.. Wat shuld i do ?? Plz eniku pranthu pidikunu.."
1,spencers lknw wknd offerspencers smart choice salt kg buy  get  free mrp nature fresh refined oil ltrrs only orange kinnow kgrstc
0,Yeah timo is._. I woke up then replied his regarding Nobel then hejust said that!
0,Ask u something ... U do ve positive plus plus feeling for me
1,Reconnect on your preferred package choose between GOtv Max XXX GOtv plus XXX or GOtv Value XXX Dial XXX X to pay today and enjoy great show STOP XXX X X
0,Cos we're brethren haha
0,But I feel bad x.x if I didn't ask you then it wouldn't have turnedout like that!
0,yam cha tonight? sms me at my sg num...
0,It's fine Monday I also wan slack lol
1,Enjoy Dinner. Exotic Soups & Juicy sizzling Steaks. Indoor Dining Exclusive Ambiance.   Maxims Restaurant  Clifton-Since 1970 Call 0332 8229800 T&C
1,ly from your smartphone download the app now  httpkraftlykwxxj or register on httpsellkraftlycomsellers
0,Yeah you have to see it to know
1,Hey Maria the September Netflix payment be on hold Sw8x.info/czGWUt220T
1,summer delight offerget gift voucher worth rs  on shopping of rs  park avenue exclusive stores till  maylocate store httpbitlypastr
0,"Hi Alan, Min here.  Please let me know when you arrived.  The cafe isclosed, but I will be able to be at the forum coop very quickly.Thanks!"
0,How I noe sia I also not them lol
0,Haha then go sleep lah dun force urself awake wait u later cannotsleep lol... haha I tink I shall read webcast later
1,download  pay through the idea app  httponelinktosmska  get a onetime credit of  in the next bill after the bill payment call  for more info
1,Welcome back to Funfone Go to www.ke.funfone.me and enter your cell number and this password ng2f3x to access your content
0,Can you pls send me that company name. In saibaba colany
0,will tmr be fine?  <DECIMAL> pm at central forum?
1,Revolut Your account have be temporarily lock please verify your identity at the following URL revolut.support-gb.co
1,Vote No on Madigan 's tax hike amendment It give him more power to increase tax on everyone Vote early Vote NO today Learn more at notaxhikeamendment.com
0,"Up 2 u, if u wan 2 look around then i wait 4 u but try not 2 late."
0,All team members to attend the conference in the morning..
1,I want you to get me 5 $100 iTunes gift cards Once you purchase the cards just scratch the back to reveal pin.Then take a snapshot of the cards or send the pin directly to me here .I will pay you later 
1,salaam.do you have any available kind of old money and coin for sale I buy all kind of old coin antique gold stamp cincin syllings I buy for good rate worth RM10k and successful deal pm if you get any for sale Malaysia Singaporeif only available in good condition WhatsApp +353830599350
0,"Hey I'm really really really sorry but we're running late and can'tbring the cord by  >< Mike's parents are downtown and he'll be there,maybe you can get it then if that's okay? I'm sorry, I'm the worst =("
0,Yeah top student is raymus. The one who committed suicide this year.
0,I absolutely LOVE South Park! I only recently started watching the office.
1,Available For Meetup Hookup Hangout In Person Add on Snapchat ericka_ellen21 do n't miss out Come see me daddyy
1,HDFC BANK Personal Loan New Rates USER.99 TOP Corporates For Other Bank PL Transfer USER.80 We Do NON HDFC A C HOLDER ALSO TO APPLY CALL Sapna XXXXXXXXXX T C
1,Evri Your parcel have a ├é┬ú1.45 shipping fee to pay this nowvisit evri-rescheduled-parcel.com Failure will result in your parcel be return to sender
1,free download and enjoy red angels unseen videos httphngam fashion models bikini video n image free httphngam
0,re rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
1,Begin your journey to a healthy lifestyle with Nature 's Basket Gourmet Week Shop for Rs.4000 aby get voucher of worth Rs.4000 Shop now bit.ly/2Xr6rUf
1,alert your state bank reward points are expiring on dec redeem them for recharge gift card electronics more on statebankrewardzcom  on app bitlyjuxwka
0,"U in which lecture? End le let me noe, i go find u..."
1,Dear Customer Your Debit card have be BLOCKED The data have not be Updated yet If you want to release Your ATM card Please urgnetly contact +97470115596 Dear Customer Your Debit card have be BLOCKED The data have not be Updated yet If you want to release Your ATM card Please urgnetly contact +97470115596
0,Time domain features are much more suited
0,Oh you think too much. Just a filler!
1,"The list reveals the richest Pakistani singers in 2020! For details, click the link: http://l.jazzmobilemag.pk/pGeK6Hj/5999"
1,TD Alert Your online account be temporarily lock due to an unusual sign in attempt Please login and confirm your information
0,"Dont wan lah, let u all go pa tuo.i free doesnt mean e rest will b free."
1,PAYTM Dear paytm customer your KYC have be suspend Paytm office pH XXXXXXXXXX call immediately Your account will block within XX hour Thank you paytm team
0,Any course today?
1,Recruitment of YouTube TikTok Thumb Up Staff Easy job You can make money while watch YouTube Tik Tok Earn THB499 every day Interested vip1.tlike456.com
0,We will be there at  <DECIMAL> ..
1,incumbents  you are advised to sanction atleast one under stand up india scheme to each  a woman and a scst borrower in the ensuing credit camp on   circle head co raipur
0,Hey hey.. merry christmas.. so what time is the christmas dinner tonight? who is going too?
0,Got the card - thanks so much! Love you!
0,Taka lor. Wat time u wan 2 come n look 4 us?
1,hunger makes you miss your mother most enjoy her favourite and get  off  cash back on paying through wallet use supermom here  httpsgooglzoppmo
1,dominos republic day cheesy  crunchy offer get  off on double cheese crunch pizza on min bill of  todayorder   dominoscoin cpn mob tc
1,your ac is credited rsk if you want to see this sms every month give a miss call on  and invest in cp style retail shop at main dwarka expy
0,"It???s ??6 to get in, is that ok?"
0,Just now starhub do survey. too bad no goodies...
0,There is a Fb page packr in which travellers with access allowance carry stuff for others  and for dubai I guess I recently saw a post. Try ur luck there if u didn't find help here
0,"Thank you very much,   MJ! Haha."
1,buy shops wid big brands t m lewinfcukkwals wid multiplexs  food court on main sohna rd gurgaon plp plan  available call  
0,"Haha wow! Hahaha of course, compared to mrt!! Ok go for your rehearsal!"
1,be an uber office hero  win upto  free rides get your friends to take their first uber ride with your invite code by sunday to qualify open the uber app  select free rides tab  start sharing your invite code details httpubrtonxory  uber chandigarh
0,:-) see you tomorrow!
1,earn pointsrs on uco bank debit card down town hospital bringing together the worlds best medical facilities for youfind us trimdth tc
1,limited time valentines day offerget double jcash points on valentines collectionredeem your old points tooonly till th january logon to wwwjpearlscom
0,Still dunno how to change i2c address :/
1,tuesday lunch treat from box get  cashback on all orders above rs only today on our appwebsite httpgetboxin not valid on drinks  desserts  specials order now  fill your box wallet use code nc
0,I dun know! come ard um 8 or 9?
0,Okay! I think ask tencheer first? I'll drop him an sms but can helpsms too? Super sian my phone cannot send out msgs today I don't knowwhy): get well soon!!!
0,"Gud morning Andrew. Plz giv my hearty anniversary wishes to ur parents:-D may they united together for manymore yrs nt only in this world, also in heaven:-)"
1,Dear GO FIRST Flyer We would like to inform you that your PNR 02EBXB on flight G8-368 on XX Jan XX from CNN to BOM have be cancel This change be due to issue beyond our control You may call us on XXXX XXXX 999/0 XX XXXX XXXX up to X hour prior to departure for any change
0,t access den i can send it 2 u..I downloaded all the papers alrdy..
0,"Hi Marc, can you ask your developer to bring his laptop?"
1,winwin offer enrich salons buy products worth rs and above  get free services worth rs valid till st mar tc apply call 
0,ll not b yours also... sighz...
0,Come soon
1,right time to start pharma biz select pharma manufacturers franchisee wth more than products get best rates for free click wwwpharmabizconnectcom o
0,What!! Hahaha i'm going back to sleep once I reach home:D
0,Good nite. God bless u. Sleep dreams?
1,Noida Commercial Wave Sec-18  Silver @ 11500/- PSF  Gold @ 12500/- PSF   Logix Sec-124 @ 8200/- PSF For Best Deal Call 9711131802 /3 
0,Okay thanks. U sold them off successfully?
1,hello we have special gg vodafone data plan offers just for you our team tried contacting you with more details but were unable to speak with you please reply as k to tollfree if you wish for us to call you back
1,buy mts wifi g  speed  mbps unlimited data just  month rs book now  get usb adopter   cash back offer for free home delivery call 
1,we apologize for the delay in delivery of your vistaprint order we are in touch with blue dart to ensure that you receive your order soon you can now download the exclusive vistaprint care app from httpbitlyafgt for instant order tracking  alternatively you can track the same on wwwbluedartcom with tracking id awb 
0,"t started compiling e prog... Only have a written out sol... Must check tmr, la... Sorry..."
1,"""Your dream job awaits! Send $30 for exclusive job listings. Reply READY to proceed."""
0,Siannnnnn so do I wear the belt!
1,your mobile n has won you rs  crore  lacs  laptop in facebook anniversary splash promoto claimsend nameemailaddressnumberto email fbdeskhotmailcom
1,dominos what a wednesday super value offerget  off on  valid only todaywalkincall  orderonlinemobile dominoscoin cpn crmdecbe tc
0,IA see you around the weekend
0,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
1,dear mrlal your renewal premium of your policy no k has fallen due on  and the grace period ends on pls pay it within grace period and keep the policy in forceyou can also pay premium online  wwwsbilifecoinpls ignore if already paid
0,Orh ok then tp lor.haha.
1,plots from  lac  independent house from  lac in gated society at nh  ghaziabad ncr near upcoming metro st exprsway rgstry  mutation call 
0,If you have the will to win  you have achieved half your success. If you dont  you have achieved half your failure. . Good morning Jai sri ram :-) 
0,Baobei really very sweet to me leh. I feel so lucky to have u! Goback safely k. Muacks!
1,kya  hey   i just downloaded whatsapp messenger on my android  it is a smartphone messenger which replaces sms this app even lets me send pictures  video and other multimedia  whatsapp messenger is available for android  iphone  nokia  windows phone and blackberry and there is no pin or username to remember  it works just like sms and uses your internet data plan  get it now from httpswwwwhatsappcomdownload and say goodbye to sms      sent free from hike reply at standard sms rates    download hike at httphikein to chat for free
1,Do you Snore or have Daytime sleepiness or forgetfulness These can be sign of Sleep Apnea Give a missed call on XXXXXXXXXX and get expert help
0,"Any car for sale budget ~15 lakh, gli preferred"
1,download the my idea app and pay your bill through the app to get rs off on next bill click httponelinktojksms to download
0,I choose cine 415... Cine seats better mah... Then we eating dinner out today?
0,Heee? we.are the most fortunate couple!! Hee.
1,iMessage You may miss message as a result Please go to Settings to address this issue.Your Uber code be XXXX Never share this code.Your Uber code be XXXX Never share this code Reply STOP ALL to +46 XX XXX XX XX to unsubscribe ..
